account,GMX in wallet,GMX staked,esGMX in wallet,esGMX staked,GLP in wallet,GLP staked,MP in wallet,MP staked,esGMX earned from GMX/esGMX/MPs,GMX needed to vest,esGMX earned from GLP,GLP needed to vest
0x3822449FFFC4FF235438610Bf281f890302CDa54,,,,,,,,,,,,
0xFAe73E896f6e35Bf60a52C4F7275381e8d0F6344,,,,,,,,,,,,
0x2651D865cE09348dDc68B602550F9c9027a30d0B,,,,,,,,,,,,
0x2461Ed08aE562E3fb84C35Fc06d633171894DaF4,,,,,,,,,,,,
0x2FFAAd9DbDC447171Eb29575E6fA1541A8Aa283D,,,,,,,,,,,,
0xB5c2F0944404e54717d28c41D1B2c384cA93d06f,,,,,,,,,,,,
0x20311BbbA9369D8936A805a3296B9Ea6777c67c1,,,,,,,,,,,,
0x1d6a018f6261868Ffc4d12A5706953c355536dBf,,,,,,,,,,,,
0x1c32267ABc9CdDF88aAB8Bd8e4D9DC83099B84C6,,,,,,,,,,,,
0xCEd576D41203083FCa9DE852A090da43D2Fa5dbc,,,,,,,,,,,,
0xA77582f666D3Fb21F018355A9C181207Bcde3177,,,,,,,,,,,,
0x1a2138AeeAa1583cb097A62925245f5E67F378Eb,,,,,,,,,,,,
0x30822c142a952461fC9e2D882332797ac54F05f6,,,,,,,,,,,,
0xF08Fb807B1062BcB1b7d42cfF20850a093A7debB,,,,,,,,,,,,
0xD0e11F0B00365e82a9e6944F668C35F25985c1D8,,,,,,,,,,,,
0xCb8B2fA6e2C244Fc6382e4cAcf1b922802AA2Dca,,,,,,,,,,,,
0x806de4A1cc42cFBa835CA6805fB10d5BD30c4e81,,,,,,,,,,,,
0xd6c3124C5f70E058616Ed1feBdc5c4793e8fa8F7,,,,,,,,,,,,
0x9607Ae62dA310fC202c948b6a518A7467cEfD442,,,,,,,,,,,,
0x165f89265E8f482760d7BB68c61583D36a4CC21c,,,,,,,,,,,,
0x83Fa8511368E9688DB03dcc131066eCafEA479A3,,,,,,,,,,,,
0x2d62D2EF75290a52Eb067E50654c63E99de86116,,,,,,,,,,,,
0x2007c7F3DB41F4Be3b71813eB7990c1e89659C47,,,,,,,,,,,,
0x3221dc24D2fdFa4F3d4c78a7f526f14182214862,,,,,,,,,,,,
0xB7E9AFDC750e43Feae37ba07c93D5b7Dbe02062f,,,,,,,,,,,,
0xf447f08b92262c9A67740A93b6c633FCd35929c2,,,,,,,,,,,,
0x9E26aE4aE21bDB5A711e681389Bb8ac661E67c50,,,,,,,,,,,,
0xD56c2ca8dd329f4ac79C447025c4f1c95F1b8De6,,,,,,,,,,,,
0xc35D19Ba49177710265f90aAE2ACcEd3bEbB8645,,,,,,,,,,,,
0xAca4358CE8354c8e698C7246805502678649328d,,,,,,,,,,,,
0x972c5766F7d2E6666438B4b758bdD760aA648E71,,,,,,,,,,,,
0x3Bb31C139aebEFdCE1d1c142362525bAbEA05D37,,,,,,,,,,,,
0xaDC6B09256d620c4dFF6bCE5B891705cBe363C08,,,,,,,,,,,,
0xed7646046603F5F661d789964ea86233Dce0E297,,,,,,,,,,,,
0x6C6927d3e3401Cc91f10Fb013bf42fB59DDFb33A,,,,,,,,,,,,
0x308E0B5d08b2541d6e0243AD6D0c53f325b26500,,,,,,,,,,,,
0x5F7ce637BF393649928975cC71EFFDCE9DcfB159,,,,,,,,,,,,
0x4B4BE21E2ABA52598197865E343E52b1f88f4919,,,,,,,,,,,,
0xf946112CA6E83872e112be6F8e55b6824428f8F8,,,,,,,,,,,,
0x9878837c3B6719e6AaD938AB21A2Cf9832230fD1,,,,,,,,,,,,
0xcE17858d9b0F582d7F592De5F3556A7A48c8AC01,,,,,,,,,,,,
0x1f6b6c784D56644c77CBf792b6844f4C85e7C014,,,,,,,,,,,,
0x534619104A9248B55a0293BF32E64Ef939D8b5d0,,,,,,,,,,,,
0xdCe3B548759265f21F7b39F52017da25ae326b5c,,,,,,,,,,,,
0x59A54Dee730B96dd0CcC86a2435d39Dee852eaF8,,,,,,,,,,,,
0xcf418e99375357b5488fb4b62ec76Ba5a4338e8a,,,,,,,,,,,,
0x3005eCc3A43c2aA2c94E336581a5423e0bc21a24,,,,,,,,,,,,
0x8560293F8D0583118Cc1386133d307ACE5aCC8B6,,,,,,,,,,,,
0x3d6BB03544d8b2CcaDed32e1B4F492127943ca1a,,,,,,,,,,,,
0x8fE92DCb3270076f28fa87706107dD47655Fd2a1,,,,,,,,,,,,
0xb53edd64475E3f6d5E32Cd7C1f5881dF2F6c2C13,,,,,,,,,,,,
0x86767A8cee9B201B1EdcfefDD9724d5861FfaE40,,,,,,,,,,,,
0xf343726A8e28538B245251e93AA2b31A24144Ab9,,,,,,,,,,,,
0x75F027CB8267938eB51E769436E301c2bB507d50,,,,,,,,,,,,
0xee9A56cA608bcC10f22aeE95FC54355B2cd44Abc,,,,,,,,,,,,
0xad098Ebb6DF806329120e4EE87b5c26a392C6b50,,,,,,,,,,,,
0x26CFa05C12e5e53D3F058B10e6d3Cb58c771229B,,,,,,,,,,,,
0x811ceff5a015B1f2C5aC15D3524805a430E1E4bE,,,,,,,,,,,,
0xBE109c4eE02e44AD2cAeFF327B4f998ABF6e4a71,,,,,,,,,,,,
0x637857fF13432A68FB870a4dfECFCD904Ae2acE4,,,,,,,,,,,,
0x90212413644f07fe87E07c9eB08C7BE310DA1d1d,,,,,,,,,,,,
0x7867c45936950759DEe9ECeacd349366eEad636E,,,,,,,,,,,,
